PUBCHEM_OPENEYE_CAN_SMILES	PUBCHEM_COMPOUND_CID	PUBCHEM_IUPAC_INCHI	PUBCHEM_MOLECULAR_WEIGHT
CCC(C)COC1=C(C=CC=C1F)C(=O)O	112612133	InChI=1S/C12H15FO3/c1-3-8(2)7-16-11-9(12(14)15)5-4-6-10(11)13/h4-6,8H,3,7H2,1-2H3,(H,14,15)	226.247
COC(=O)COC1=C(C=CC=C1F)C(=O)O	112612136	InChI=1S/C10H9FO5/c1-15-8(12)5-16-9-6(10(13)14)3-2-4-7(9)11/h2-4H,5H2,1H3,(H,13,14)	228.175
CCOCCCOC1=C(C=CC=C1F)C(=O)O	112612148	InChI=1S/C12H15FO4/c1-2-16-7-4-8-17-11-9(12(14)15)5-3-6-10(11)13/h3,5-6H,2,4,7-8H2,1H3,(H,14,15)	242.246
CCOC(=O)COC1=C(C=CC=C1F)C(=O)O	112612156	InChI=1S/C11H11FO5/c1-2-16-9(13)6-17-10-7(11(14)15)4-3-5-8(10)12/h3-5H,2,6H2,1H3,(H,14,15)	242.202
CC(C)CCOCCOC1=C(C=CC=C1F)C(=O)O	112612168	InChI=1S/C14H19FO4/c1-10(2)6-7-18-8-9-19-13-11(14(16)17)4-3-5-12(13)15/h3-5,10H,6-9H2,1-2H3,(H,16,17)	270.3
COCC(COC1=C(C=CC=C1F)C(=O)O)O	112612170	InChI=1S/C11H13FO5/c1-16-5-7(13)6-17-10-8(11(14)15)3-2-4-9(10)12/h2-4,7,13H,5-6H2,1H3,(H,14,15)	244.218
COCCOCCOC1=C(C=CC=C1F)C(=O)O	112612171	InChI=1S/C12H15FO5/c1-16-5-6-17-7-8-18-11-9(12(14)15)3-2-4-10(11)13/h2-4H,5-8H2,1H3,(H,14,15)	258.245
CCC(CC)COC1=C(C=CC=C1F)C(=O)O	112612176	InChI=1S/C13H17FO3/c1-3-9(4-2)8-17-12-10(13(15)16)6-5-7-11(12)14/h5-7,9H,3-4,8H2,1-2H3,(H,15,16)	240.274
CCC(COC1=C(C=CC=C1F)C(=O)O)O	112612188	InChI=1S/C11H13FO4/c1-2-7(13)6-16-10-8(11(14)15)4-3-5-9(10)12/h3-5,7,13H,2,6H2,1H3,(H,14,15)	228.219
CCCCOC(=O)COC1=C(C=CC=C1F)C(=O)O	112612189	InChI=1S/C13H15FO5/c1-2-3-7-18-11(15)8-19-12-9(13(16)17)5-4-6-10(12)14/h4-6H,2-3,7-8H2,1H3,(H,16,17)	270.256
CC(C)(COC1=C(C=CC=C1F)C(=O)O)C(=O)OC	112612195	InChI=1S/C13H15FO5/c1-13(2,12(17)18-3)7-19-10-8(11(15)16)5-4-6-9(10)14/h4-6H,7H2,1-3H3,(H,15,16)	270.256
C1CC1CCOC2=C(C=CC=C2F)C(=O)O	112612197	InChI=1S/C12H13FO3/c13-10-3-1-2-9(12(14)15)11(10)16-7-6-8-4-5-8/h1-3,8H,4-7H2,(H,14,15)	224.231
CCCC(C)COC1=C(C=CC=C1F)C(=O)O	112612203	InChI=1S/C13H17FO3/c1-3-5-9(2)8-17-12-10(13(15)16)6-4-7-11(12)14/h4,6-7,9H,3,5,8H2,1-2H3,(H,15,16)	240.274
CC(C)(COC1=C(C=CC=C1F)C(=O)O)O	112612205	InChI=1S/C11H13FO4/c1-11(2,15)6-16-9-7(10(13)14)4-3-5-8(9)12/h3-5,15H,6H2,1-2H3,(H,13,14)	228.219
COC(=O)CCCOC1=C(C=CC=C1F)C(=O)O	112612210	InChI=1S/C12H13FO5/c1-17-10(14)6-3-7-18-11-8(12(15)16)4-2-5-9(11)13/h2,4-5H,3,6-7H2,1H3,(H,15,16)	256.229
CCC(CC)OC1=C(C=CC=C1F)C(=O)O	112612239	InChI=1S/C12H15FO3/c1-3-8(4-2)16-11-9(12(14)15)6-5-7-10(11)13/h5-8H,3-4H2,1-2H3,(H,14,15)	226.247
CC(COC1=C(C=CC=C1F)C(=O)O)O	112612244	InChI=1S/C10H11FO4/c1-6(12)5-15-9-7(10(13)14)3-2-4-8(9)11/h2-4,6,12H,5H2,1H3,(H,13,14)	214.192
CCOCC(COC1=C(C=CC=C1F)C(=O)O)O	112612245	InChI=1S/C12H15FO5/c1-2-17-6-8(14)7-18-11-9(12(15)16)4-3-5-10(11)13/h3-5,8,14H,2,6-7H2,1H3,(H,15,16)	258.245
C1CC(OC1)CCOC2=C(C=CC=C2F)C(=O)O	112612250	InChI=1S/C13H15FO4/c14-11-5-1-4-10(13(15)16)12(11)18-8-6-9-3-2-7-17-9/h1,4-5,9H,2-3,6-8H2,(H,15,16)	254.257
COC(=O)CCOC1=C(C=CC=C1F)C(=O)O	112612253	InChI=1S/C11H11FO5/c1-16-9(13)5-6-17-10-7(11(14)15)3-2-4-8(10)12/h2-4H,5-6H2,1H3,(H,14,15)	242.202
C1=CC(=C(C(=C1)F)OCCF)C(=O)O	112612256	InChI=1S/C9H8F2O3/c10-4-5-14-8-6(9(12)13)2-1-3-7(8)11/h1-3H,4-5H2,(H,12,13)	202.157
CC1=CC=CC(=C1OC2CCCC2)C(=O)O	112684983	InChI=1S/C13H16O3/c1-9-5-4-8-11(13(14)15)12(9)16-10-6-2-3-7-10/h4-5,8,10H,2-3,6-7H2,1H3,(H,14,15)	220.268
CC1=CC=CC(=C1OCC(C)(C)O)C(=O)O	112684995	InChI=1S/C12H16O4/c1-8-5-4-6-9(11(13)14)10(8)16-7-12(2,3)15/h4-6,15H,7H2,1-3H3,(H,13,14)	224.256
CC1=CC=CC(=C1OC2CCOC2)C(=O)O	112689928	InChI=1S/C12H14O4/c1-8-3-2-4-10(12(13)14)11(8)16-9-5-6-15-7-9/h2-4,9H,5-7H2,1H3,(H,13,14)	222.24
CC1=CC=CC(=C1OC2CCOCC2)C(=O)O	112690655	InChI=1S/C13H16O4/c1-9-3-2-4-11(13(14)15)12(9)17-10-5-7-16-8-6-10/h2-4,10H,5-8H2,1H3,(H,14,15)	236.267
CC1=CC=CC(=C1OC(C)COC)C(=O)O	112690814	InChI=1S/C12H16O4/c1-8-5-4-6-10(12(13)14)11(8)16-9(2)7-15-3/h4-6,9H,7H2,1-3H3,(H,13,14)	224.256
CCC(CC)OC1=C(C=CC=C1C)C(=O)O	112697738	InChI=1S/C13H18O3/c1-4-10(5-2)16-12-9(3)7-6-8-11(12)13(14)15/h6-8,10H,4-5H2,1-3H3,(H,14,15)	222.284
CC(C)OC(=O)C1=CC=CC=C1OCC=C	112725424	InChI=1S/C13H16O3/c1-4-9-15-12-8-6-5-7-11(12)13(14)16-10(2)3/h4-8,10H,1,9H2,2-3H3	220.268
CCCOC(=O)C1=CC=CC=C1OCC=C	112725425	InChI=1S/C13H16O3/c1-3-9-15-12-8-6-5-7-11(12)13(14)16-10-4-2/h3,5-8H,1,4,9-10H2,2H3	220.268
CCCCOC(=O)C1=CC=CC=C1OCC=C	112725426	InChI=1S/C14H18O3/c1-3-5-11-17-14(15)12-8-6-7-9-13(12)16-10-4-2/h4,6-9H,2-3,5,10-11H2,1H3	234.295
C1=CC(=CC=C1COC2=C(C=C(C=C2)F)C(=O)O)F	113281378	InChI=1S/C14H10F2O3/c15-10-3-1-9(2-4-10)8-19-13-6-5-11(16)7-12(13)14(17)18/h1-7H,8H2,(H,17,18)	264.228
COCCOCCOC1=C(C=C(C=C1)F)C(=O)O	113281382	InChI=1S/C12H15FO5/c1-16-4-5-17-6-7-18-11-3-2-9(13)8-10(11)12(14)15/h2-3,8H,4-7H2,1H3,(H,14,15)	258.245
C1CC(OC1)CCCOC2=C(C=C(C=C2)F)C(=O)O	113281384	InChI=1S/C14H17FO4/c15-10-5-6-13(12(9-10)14(16)17)19-8-2-4-11-3-1-7-18-11/h5-6,9,11H,1-4,7-8H2,(H,16,17)	268.284
CC(C)CCOCCOC1=C(C=C(C=C1)F)C(=O)O	113281399	InChI=1S/C14H19FO4/c1-10(2)5-6-18-7-8-19-13-4-3-11(15)9-12(13)14(16)17/h3-4,9-10H,5-8H2,1-2H3,(H,16,17)	270.3
C1CC(OC1)CCOC2=C(C=C(C=C2)F)C(=O)O	113281401	InChI=1S/C13H15FO4/c14-9-3-4-12(11(8-9)13(15)16)18-7-5-10-2-1-6-17-10/h3-4,8,10H,1-2,5-7H2,(H,15,16)	254.257
C1=CC(=C(C=C1F)C(=O)O)OCCOCC(F)(F)F	113281406	InChI=1S/C11H10F4O4/c12-7-1-2-9(8(5-7)10(16)17)19-4-3-18-6-11(13,14)15/h1-2,5H,3-4,6H2,(H,16,17)	282.191
CCOCC(COC1=C(C=C(C=C1)F)C(=O)O)O	113281416	InChI=1S/C12H15FO5/c1-2-17-6-9(14)7-18-11-4-3-8(13)5-10(11)12(15)16/h3-5,9,14H,2,6-7H2,1H3,(H,15,16)	258.245
C1=CC(=C(C=C1F)C(=O)O)OCCOC(F)(F)F	113281437	InChI=1S/C10H8F4O4/c11-6-1-2-8(7(5-6)9(15)16)17-3-4-18-10(12,13)14/h1-2,5H,3-4H2,(H,15,16)	268.164
CC1CC(CC(O1)C)OC2=C(C=C(C=C2)C)C(=O)O	113369128	InChI=1S/C15H20O4/c1-9-4-5-14(13(6-9)15(16)17)19-12-7-10(2)18-11(3)8-12/h4-6,10-12H,7-8H2,1-3H3,(H,16,17)	264.321
CC1CC(CC(O1)C)OC2=C(C=CC(=C2)C)C(=O)O	113369129	InChI=1S/C15H20O4/c1-9-4-5-13(15(16)17)14(6-9)19-12-7-10(2)18-11(3)8-12/h4-6,10-12H,7-8H2,1-3H3,(H,16,17)	264.321
CC1CC(CC(O1)C)OC2=C(C=C(C=C2)F)C(=O)O	113369363	InChI=1S/C14H17FO4/c1-8-5-11(6-9(2)18-8)19-13-4-3-10(15)7-12(13)14(16)17/h3-4,7-9,11H,5-6H2,1-2H3,(H,16,17)	268.284
CC1CC(CC(O1)C)OC2=C(C(=CC=C2)F)C(=O)O	113369365	InChI=1S/C14H17FO4/c1-8-6-10(7-9(2)18-8)19-12-5-3-4-11(15)13(12)14(16)17/h3-5,8-10H,6-7H2,1-2H3,(H,16,17)	268.284
COCCOCCOC1=C(C(=CC=C1)F)C(=O)O	113427511	InChI=1S/C12H15FO5/c1-16-5-6-17-7-8-18-10-4-2-3-9(13)11(10)12(14)15/h2-4H,5-8H2,1H3,(H,14,15)	258.245
COCCCCOC1=C(C=C(C=C1)OC)C(=O)O	113436776	InChI=1S/C13H18O5/c1-16-7-3-4-8-18-12-6-5-10(17-2)9-11(12)13(14)15/h5-6,9H,3-4,7-8H2,1-2H3,(H,14,15)	254.282
CCC(CC)(COC1=C(C=CC=C1C)C(=O)O)O	113591789	InChI=1S/C14H20O4/c1-4-14(17,5-2)9-18-12-10(3)7-6-8-11(12)13(15)16/h6-8,17H,4-5,9H2,1-3H3,(H,15,16)	252.31
CCCC(C)OCCOC1=CC=CC=C1C(=O)O	113760497	InChI=1S/C14H20O4/c1-3-6-11(2)17-9-10-18-13-8-5-4-7-12(13)14(15)16/h4-5,7-8,11H,3,6,9-10H2,1-2H3,(H,15,16)	252.31
CC1=C(C=C(C=C1)F)OC2=C(C=CC=C2F)C(=O)O	113760624	InChI=1S/C14H10F2O3/c1-8-5-6-9(15)7-12(8)19-13-10(14(17)18)3-2-4-11(13)16/h2-7H,1H3,(H,17,18)	264.228
CC1=C(C=C(C=C1)F)OC2=C(C(=CC=C2)F)C(=O)O	113761459	InChI=1S/C14H10F2O3/c1-8-5-6-9(15)7-12(8)19-11-4-2-3-10(16)13(11)14(17)18/h2-7H,1H3,(H,17,18)	264.228
CCCC(C)OCCCOC1=CC=CC=C1C(=O)O	113761473	InChI=1S/C15H22O4/c1-3-7-12(2)18-10-6-11-19-14-9-5-4-8-13(14)15(16)17/h4-5,8-9,12H,3,6-7,10-11H2,1-2H3,(H,16,17)	266.337
CC1=CC(=C(C=C1)C(=O)O)OCCC(C)(C)OC	113767044	InChI=1S/C14H20O4/c1-10-5-6-11(13(15)16)12(9-10)18-8-7-14(2,3)17-4/h5-6,9H,7-8H2,1-4H3,(H,15,16)	252.31
CC1=CC(=C(C=C1)OCCC(C)(C)OC)C(=O)O	113767045	InChI=1S/C14H20O4/c1-10-5-6-12(11(9-10)13(15)16)18-8-7-14(2,3)17-4/h5-6,9H,7-8H2,1-4H3,(H,15,16)	252.31
CC(C)(CCOC1=C(C=C(C=C1)I)C(=O)O)OC	113767050	InChI=1S/C13H17IO4/c1-13(2,17-3)6-7-18-11-5-4-9(14)8-10(11)12(15)16/h4-5,8H,6-7H2,1-3H3,(H,15,16)	364.179
COCCCOCCOC1=C(C=C(C=C1)F)C(=O)O	113784310	InChI=1S/C13H17FO5/c1-17-5-2-6-18-7-8-19-12-4-3-10(14)9-11(12)13(15)16/h3-4,9H,2,5-8H2,1H3,(H,15,16)	272.272
COCCCOCCOC1=C(C(=CC=C1)F)C(=O)O	113784313	InChI=1S/C13H17FO5/c1-17-6-3-7-18-8-9-19-11-5-2-4-10(14)12(11)13(15)16/h2,4-5H,3,6-9H2,1H3,(H,15,16)	272.272
CC1=CC(=C(C=C1)OCCOCCCOC)C(=O)O	113784466	InChI=1S/C14H20O5/c1-11-4-5-13(12(10-11)14(15)16)19-9-8-18-7-3-6-17-2/h4-5,10H,3,6-9H2,1-2H3,(H,15,16)	268.309
COCCCOCCOC1=C(C=CC=C1F)C(=O)O	113784467	InChI=1S/C13H17FO5/c1-17-6-3-7-18-8-9-19-12-10(13(15)16)4-2-5-11(12)14/h2,4-5H,3,6-9H2,1H3,(H,15,16)	272.272
COCCCOCCOC1=C(C=C(C=C1)I)C(=O)O	113784523	InChI=1S/C13H17IO5/c1-17-5-2-6-18-7-8-19-12-4-3-10(14)9-11(12)13(15)16/h3-4,9H,2,5-8H2,1H3,(H,15,16)	380.178
CC1=CC(=C(C=C1)OCCCOCCOC)C(=O)O	113811822	InChI=1S/C14H20O5/c1-11-4-5-13(12(10-11)14(15)16)19-7-3-6-18-9-8-17-2/h4-5,10H,3,6-9H2,1-2H3,(H,15,16)	268.309
COCCOCCCOC1=C(C=CC=C1F)C(=O)O	113811826	InChI=1S/C13H17FO5/c1-17-8-9-18-6-3-7-19-12-10(13(15)16)4-2-5-11(12)14/h2,4-5H,3,6-9H2,1H3,(H,15,16)	272.272
COCCOCCCOC1=C(C=C(C=C1)F)C(=O)O	113812568	InChI=1S/C13H17FO5/c1-17-7-8-18-5-2-6-19-12-4-3-10(14)9-11(12)13(15)16/h3-4,9H,2,5-8H2,1H3,(H,15,16)	272.272
CCOCC(C)OCCOC1=CC=CC=C1C(=O)O	113821278	InChI=1S/C14H20O5/c1-3-17-10-11(2)18-8-9-19-13-7-5-4-6-12(13)14(15)16/h4-7,11H,3,8-10H2,1-2H3,(H,15,16)	268.309
CC1=CC(=C(C=C1)C(=O)O)OCCOCC(C)C	113835344	InChI=1S/C14H20O4/c1-10(2)9-17-6-7-18-13-8-11(3)4-5-12(13)14(15)16/h4-5,8,10H,6-7,9H2,1-3H3,(H,15,16)	252.31
CC(C)COCCOC1=C(C(=CC=C1)F)C(=O)O	113835781	InChI=1S/C13H17FO4/c1-9(2)8-17-6-7-18-11-5-3-4-10(14)12(11)13(15)16/h3-5,9H,6-8H2,1-2H3,(H,15,16)	256.273
COC1=C(C=CC(=C1)COCCCC=C)C(=O)O	113877707	InChI=1S/C14H18O4/c1-3-4-5-8-18-10-11-6-7-12(14(15)16)13(9-11)17-2/h3,6-7,9H,1,4-5,8,10H2,2H3,(H,15,16)	250.294
CC(C#C)OCCCOC1=CC=CC=C1C(=O)O	113877779	InChI=1S/C14H16O4/c1-3-11(2)17-9-6-10-18-13-8-5-4-7-12(13)14(15)16/h1,4-5,7-8,11H,6,9-10H2,2H3,(H,15,16)	248.278
C#CCCOCCCOC1=CC=CC=C1C(=O)O	113877781	InChI=1S/C14H16O4/c1-2-3-9-17-10-6-11-18-13-8-5-4-7-12(13)14(15)16/h1,4-5,7-8H,3,6,9-11H2,(H,15,16)	248.278
COCCOCC(COC1=CC=CC=C1C(=O)O)O	113901757	InChI=1S/C13H18O6/c1-17-6-7-18-8-10(14)9-19-12-5-3-2-4-11(12)13(15)16/h2-5,10,14H,6-9H2,1H3,(H,15,16)	270.281
COC1=CC(=C(C=C1)OCCCCCC=C)C(=O)O	113904096	InChI=1S/C15H20O4/c1-3-4-5-6-7-10-19-14-9-8-12(18-2)11-13(14)15(16)17/h3,8-9,11H,1,4-7,10H2,2H3,(H,16,17)	264.321
C=CCCCCCOC1=C(C(=CC=C1)F)C(=O)O	113905182	InChI=1S/C14H17FO3/c1-2-3-4-5-6-10-18-12-9-7-8-11(15)13(12)14(16)17/h2,7-9H,1,3-6,10H2,(H,16,17)	252.285
CC(C)CCOCCOC1=C(C(=CC=C1)F)C(=O)O	113905203	InChI=1S/C14H19FO4/c1-10(2)6-7-18-8-9-19-12-5-3-4-11(15)13(12)14(16)17/h3-5,10H,6-9H2,1-2H3,(H,16,17)	270.3
C1=CC(=C(C=C1F)OCCOC(F)(F)F)C(=O)O	113905228	InChI=1S/C10H8F4O4/c11-6-1-2-7(9(15)16)8(5-6)17-3-4-18-10(12,13)14/h1-2,5H,3-4H2,(H,15,16)	268.164
CCCCCCCCOC1=C(C=CC(=C1)F)C(=O)O	113905230	InChI=1S/C15H21FO3/c1-2-3-4-5-6-7-10-19-14-11-12(16)8-9-13(14)15(17)18/h8-9,11H,2-7,10H2,1H3,(H,17,18)	268.328
C1CCOC(C1)COC2=C(C=CC(=C2)F)C(=O)O	113905235	InChI=1S/C13H15FO4/c14-9-4-5-11(13(15)16)12(7-9)18-8-10-3-1-2-6-17-10/h4-5,7,10H,1-3,6,8H2,(H,15,16)	254.257
COCCCOCCOC1=C(C=CC(=C1)F)C(=O)O	113905249	InChI=1S/C13H17FO5/c1-17-5-2-6-18-7-8-19-12-9-10(14)3-4-11(12)13(15)16/h3-4,9H,2,5-8H2,1H3,(H,15,16)	272.272
COCCOCCCOC1=C(C=CC(=C1)F)C(=O)O	113905250	InChI=1S/C13H17FO5/c1-17-7-8-18-5-2-6-19-12-9-10(14)3-4-11(12)13(15)16/h3-4,9H,2,5-8H2,1H3,(H,15,16)	272.272
CC(C)CCOCCOC1=C(C=CC(=C1)F)C(=O)O	113905255	InChI=1S/C14H19FO4/c1-10(2)5-6-18-7-8-19-13-9-11(15)3-4-12(13)14(16)17/h3-4,9-10H,5-8H2,1-2H3,(H,16,17)	270.3
CCCCCCCOC1=C(C=CC(=C1)F)C(=O)O	113905257	InChI=1S/C14H19FO3/c1-2-3-4-5-6-9-18-13-10-11(15)7-8-12(13)14(16)17/h7-8,10H,2-6,9H2,1H3,(H,16,17)	254.301
C1=CC(=C(C=C1F)OCCCC(F)(F)F)C(=O)O	113905261	InChI=1S/C11H10F4O3/c12-7-2-3-8(10(16)17)9(6-7)18-5-1-4-11(13,14)15/h2-3,6H,1,4-5H2,(H,16,17)	266.192
CCC(CC)(COC1=C(C=CC(=C1)F)C(=O)O)O	113905268	InChI=1S/C13H17FO4/c1-3-13(17,4-2)8-18-11-7-9(14)5-6-10(11)12(15)16/h5-7,17H,3-4,8H2,1-2H3,(H,15,16)	256.273
C1CC(OC1)CCOC2=C(C=CC(=C2)F)C(=O)O	113905281	InChI=1S/C13H15FO4/c14-9-3-4-11(13(15)16)12(8-9)18-7-5-10-2-1-6-17-10/h3-4,8,10H,1-2,5-7H2,(H,15,16)	254.257
C1CC(OC1)CCCOC2=C(C=CC(=C2)F)C(=O)O	113905282	InChI=1S/C14H17FO4/c15-10-5-6-12(14(16)17)13(9-10)19-8-2-4-11-3-1-7-18-11/h5-6,9,11H,1-4,7-8H2,(H,16,17)	268.284
CC(C)COCCOC1=C(C=CC(=C1)F)C(=O)O	113905284	InChI=1S/C13H17FO4/c1-9(2)8-17-5-6-18-12-7-10(14)3-4-11(12)13(15)16/h3-4,7,9H,5-6,8H2,1-2H3,(H,15,16)	256.273
CC1=CC(=CC=C1)OC2=C(C=CC=C2C)C(=O)O	113919198	InChI=1S/C15H14O3/c1-10-5-3-7-12(9-10)18-14-11(2)6-4-8-13(14)15(16)17/h3-9H,1-2H3,(H,16,17)	242.274
CC1=CC=CC(=C1OC2=CC=C(C=C2)OC)C(=O)O	113919200	InChI=1S/C15H14O4/c1-10-4-3-5-13(15(16)17)14(10)19-12-8-6-11(18-2)7-9-12/h3-9H,1-2H3,(H,16,17)	258.273
CC1=CC=C(C=C1)OC2=C(C=CC=C2C)C(=O)O	113919201	InChI=1S/C15H14O3/c1-10-6-8-12(9-7-10)18-14-11(2)4-3-5-13(14)15(16)17/h3-9H,1-2H3,(H,16,17)	242.274
CCC1=CC=CC=C1OC2=C(C=CC=C2C)C(=O)O	113919204	InChI=1S/C16H16O3/c1-3-12-8-4-5-10-14(12)19-15-11(2)7-6-9-13(15)16(17)18/h4-10H,3H2,1-2H3,(H,17,18)	256.301
CC1=CC=CC(=C1OC2=CC(=C(C=C2)F)F)C(=O)O	113919205	InChI=1S/C14H10F2O3/c1-8-3-2-4-10(14(17)18)13(8)19-9-5-6-11(15)12(16)7-9/h2-7H,1H3,(H,17,18)	264.228
CC1=CC=CC(=C1OC2=CC(=CC(=C2)F)F)C(=O)O	113919208	InChI=1S/C14H10F2O3/c1-8-3-2-4-12(14(17)18)13(8)19-11-6-9(15)5-10(16)7-11/h2-7H,1H3,(H,17,18)	264.228
CC1=CC=CC(=C1OC2=C(C=CC(=C2)F)F)C(=O)O	113919210	InChI=1S/C14H10F2O3/c1-8-3-2-4-10(14(17)18)13(8)19-12-7-9(15)5-6-11(12)16/h2-7H,1H3,(H,17,18)	264.228
CC1=CC=CC(=C1OC2=CC=CC=C2CO)C(=O)O	113919212	InChI=1S/C15H14O4/c1-10-5-4-7-12(15(17)18)14(10)19-13-8-3-2-6-11(13)9-16/h2-8,16H,9H2,1H3,(H,17,18)	258.273
CC1=C(C=C(C=C1)OC2=C(C=CC=C2F)C(=O)O)F	113926021	InChI=1S/C14H10F2O3/c1-8-5-6-9(7-12(8)16)19-13-10(14(17)18)3-2-4-11(13)15/h2-7H,1H3,(H,17,18)	264.228
CC1=C(C=C(C=C1)OC2=C(C=C(C=C2)F)C(=O)O)F	113926123	InChI=1S/C14H10F2O3/c1-8-2-4-10(7-12(8)16)19-13-5-3-9(15)6-11(13)14(17)18/h2-7H,1H3,(H,17,18)	264.228
CC(C)(COC1=C(C=C(C=C1)F)C(=O)O)C(=O)OC	113990788	InChI=1S/C13H15FO5/c1-13(2,12(17)18-3)7-19-10-5-4-8(14)6-9(10)11(15)16/h4-6H,7H2,1-3H3,(H,15,16)	270.256
CCCCOC(=O)COC1=C(C=C(C=C1)F)C(=O)O	113990794	InChI=1S/C13H15FO5/c1-2-3-6-18-12(15)8-19-11-5-4-9(14)7-10(11)13(16)17/h4-5,7H,2-3,6,8H2,1H3,(H,16,17)	270.256
CC(C)OC(=O)COC1=C(C=C(C=C1)F)C(=O)O	113990795	InChI=1S/C12H13FO5/c1-7(2)18-11(14)6-17-10-4-3-8(13)5-9(10)12(15)16/h3-5,7H,6H2,1-2H3,(H,15,16)	256.229
CCC(C(=O)OCC)OC1=C(C=C(C=C1)F)C(=O)O	113990799	InChI=1S/C13H15FO5/c1-3-10(13(17)18-4-2)19-11-6-5-8(14)7-9(11)12(15)16/h5-7,10H,3-4H2,1-2H3,(H,15,16)	270.256
CC(C)(COC1=C(C=C(C=C1)F)C(=O)O)C(=O)O	113990800	InChI=1S/C12H13FO5/c1-12(2,11(16)17)6-18-9-4-3-7(13)5-8(9)10(14)15/h3-5H,6H2,1-2H3,(H,14,15)(H,16,17)	256.229
CC1=CC(=C(C=C1)C(=O)O)OCCCCCCO	113991282	InChI=1S/C14H20O4/c1-11-6-7-12(14(16)17)13(10-11)18-9-5-3-2-4-8-15/h6-7,10,15H,2-5,8-9H2,1H3,(H,16,17)	252.31
CC1=CC(=C(C=C1)OCCCCCCO)C(=O)O	113991283	InChI=1S/C14H20O4/c1-11-6-7-13(12(10-11)14(16)17)18-9-5-3-2-4-8-15/h6-7,10,15H,2-5,8-9H2,1H3,(H,16,17)	252.31
COC1=CC(=C(C=C1)OCCCCCCO)C(=O)O	113991284	InChI=1S/C14H20O5/c1-18-11-6-7-13(12(10-11)14(16)17)19-9-5-3-2-4-8-15/h6-7,10,15H,2-5,8-9H2,1H3,(H,16,17)	268.309
C1=CC(=C(C=C1F)OCCCCCCO)C(=O)O	113991288	InChI=1S/C13H17FO4/c14-10-5-6-11(13(16)17)12(9-10)18-8-4-2-1-3-7-15/h5-6,9,15H,1-4,7-8H2,(H,16,17)	256.273
CC(C)(C)C#CCOC1=C(C=C(C=C1)I)C(=O)O	114189748	InChI=1S/C14H15IO3/c1-14(2,3)7-4-8-18-12-6-5-10(15)9-11(12)13(16)17/h5-6,9H,8H2,1-3H3,(H,16,17)	358.175
CC(C)CC(C)COC1=C(C=C(C=C1)OC)C(=O)O	114200020	InChI=1S/C15H22O4/c1-10(2)7-11(3)9-19-14-6-5-12(18-4)8-13(14)15(16)17/h5-6,8,10-11H,7,9H2,1-4H3,(H,16,17)	266.337
CC(C)CC(C)COC1=C(C=CC(=C1)F)C(=O)O	114200024	InChI=1S/C14H19FO3/c1-9(2)6-10(3)8-18-13-7-11(15)4-5-12(13)14(16)17/h4-5,7,9-10H,6,8H2,1-3H3,(H,16,17)	254.301
CC(C)CC(C)COC1=C(C=CC=C1F)C(=O)O	114200245	InChI=1S/C14H19FO3/c1-9(2)7-10(3)8-18-13-11(14(16)17)5-4-6-12(13)15/h4-6,9-10H,7-8H2,1-3H3,(H,16,17)	254.301
CC1=CC(=C(C=C1)C(=O)O)OCCCC(C)(C)C	114209286	InChI=1S/C15H22O3/c1-11-6-7-12(14(16)17)13(10-11)18-9-5-8-15(2,3)4/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)	250.338
CC1=CC(=C(C=C1)OCCCC(C)(C)C)C(=O)O	114209287	InChI=1S/C15H22O3/c1-11-6-7-13(12(10-11)14(16)17)18-9-5-8-15(2,3)4/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)	250.338
CC(C)(C)CCCOC1=C(C=C(C=C1)F)C(=O)O	114209291	InChI=1S/C14H19FO3/c1-14(2,3)7-4-8-18-12-6-5-10(15)9-11(12)13(16)17/h5-6,9H,4,7-8H2,1-3H3,(H,16,17)	254.301
CC(C)(C)CCCOC1=C(C(=CC=C1)F)C(=O)O	114209293	InChI=1S/C14H19FO3/c1-14(2,3)8-5-9-18-11-7-4-6-10(15)12(11)13(16)17/h4,6-7H,5,8-9H2,1-3H3,(H,16,17)	254.301
C1CCC=CC(CC1)OC2=C(C=C(C=C2)F)C(=O)O	114227710	InChI=1S/C15H17FO3/c16-11-8-9-14(13(10-11)15(17)18)19-12-6-4-2-1-3-5-7-12/h4,6,8-10,12H,1-3,5,7H2,(H,17,18)/b6-4+	264.296
C1CCCC(CC1)COC2=CC=CC=C2C(=O)O	114248102	InChI=1S/C15H20O3/c16-15(17)13-9-5-6-10-14(13)18-11-12-7-3-1-2-4-8-12/h5-6,9-10,12H,1-4,7-8,11H2,(H,16,17)	248.322
CC1(CCC(CC1)OC2=CC=CC=C2C(=O)O)C	114340771	InChI=1S/C15H20O3/c1-15(2)9-7-11(8-10-15)18-13-6-4-3-5-12(13)14(16)17/h3-6,11H,7-10H2,1-2H3,(H,16,17)	248.322
CC(=C)CCOCCOC1=CC=CC=C1C(=O)O	114469936	InChI=1S/C14H18O4/c1-11(2)7-8-17-9-10-18-13-6-4-3-5-12(13)14(15)16/h3-6H,1,7-10H2,2H3,(H,15,16)	250.294
